,support,itemsets
1731,0.0008721959243192,frozenset({5380})
1732,0.0002336016901439,frozenset({6516})
1733,0.0002298690399685,frozenset({27858})
1734,0.0009624016368915,frozenset({31795})
1735,0.0005263036747318,frozenset({9034})
1736,0.0005256815663693,frozenset({27953})
1737,0.000391617214236,frozenset({10208})
1739,0.0003070104769269,frozenset({28044})
1742,0.0004395195581537,frozenset({40680})
1747,0.000356468091751,frozenset({10478})
1752,0.0011263271904279,frozenset({7181})
1753,0.0005658075557549,frozenset({12035})
1754,0.0002382675028632,frozenset({1638})
1756,0.0008784170079449,frozenset({9171})
1757,0.0005011082860479,frozenset({36221})
1758,0.0004995530151414,frozenset({31293})
1759,0.0003057662602017,frozenset({8664})
1763,0.0006298847170993,frozenset({22911})
1764,0.0002108947349102,frozenset({19305})
1767,0.0007847896993785,frozenset({26083})
1770,0.0009959954884701,frozenset({8456})
1771,0.0002152494934482,frozenset({28505})
1772,0.0004709360304634,frozenset({7054})
1773,0.0004046814898499,frozenset({30614})
1774,0.0002805708715178,frozenset({3910})
1777,0.0005424784921586,frozenset({37501})
1778,0.0003381158950552,frozenset({28784})
1779,0.0003346942990611,frozenset({35327})
1781,0.0004314321494403,frozenset({25009})
1784,0.0005847818608132,frozenset({34395})
1787,0.000677787061017,frozenset({23379})
1788,0.0002976788514884,frozenset({11976})
1792,0.0007207125380341,frozenset({45948})
1793,0.0005063962071297,frozenset({30330})
1794,0.0008134066840566,frozenset({27505})
1797,0.0008634864072433,frozenset({43560})
1798,0.0005486995757843,frozenset({3528})
1799,0.000431121095259,frozenset({14417})
1800,0.0003346942990611,frozenset({42956})
1805,0.000842334722916,frozenset({6289})
1806,0.0008137177382379,frozenset({6207})
1807,0.000414635223651,frozenset({40046})
1808,0.0005480774674217,frozenset({1728})
1811,0.0002192931978049,frozenset({1482})
1816,0.0004600491341184,frozenset({28467})
1817,0.0002637739457285,frozenset({9601})
1818,0.0002637739457285,frozenset({11150})
1820,0.0004015709480371,frozenset({27811})
1821,0.000948715252915,frozenset({22606})
1822,0.0006936508242624,frozenset({1890})
1823,0.00031260945219,frozenset({6603})
1824,0.000241378044676,frozenset({36730})
1826,0.0004597380799371,frozenset({41912})
1827,0.0004510285628612,frozenset({26764})
1828,0.0004482290752296,frozenset({6017})
1832,0.0004818229268083,frozenset({20276})
1833,0.0004046814898499,frozenset({35809})
1838,0.0005617638513982,frozenset({12778})
1839,0.0003975272436804,frozenset({7237})
1840,0.0003138536689151,frozenset({12803})
1841,0.0004967535275099,frozenset({27833})
1844,0.0004973756358725,frozenset({21677})
1846,0.000335627461605,frozenset({47708})
1847,0.0004276994992649,frozenset({3038})
1848,0.0003732650175403,frozenset({41269})
1849,0.0002392006654071,frozenset({29692})
1853,0.0004221005240018,frozenset({5248})
1854,0.0003325169197921,frozenset({18197})
1855,0.0003032778267515,frozenset({37985})
1856,0.0002902135511376,frozenset({8132})
1857,0.0002133831683605,frozenset({48874})
1864,0.0008675301116,frozenset({4484})
1865,0.0006364168549062,frozenset({49256})
1866,0.0005894476735324,frozenset({13276})
1867,0.0005763833979185,frozenset({27459})
1868,0.0005751391811934,frozenset({12593})
1869,0.0003331390281547,frozenset({11988})
1870,0.0002684397584477,frozenset({28048})
1871,0.0002637739457285,frozenset({22716})
1875,0.0008781059537636,frozenset({14700})
1876,0.0005695402059303,frozenset({12109})
1877,0.0003393601117804,frozenset({30969})
1883,0.0007726585863085,frozenset({17196})
1884,0.000608733032772,frozenset({9032})
1885,0.0004992419609602,frozenset({20953})
1887,0.0008410905061909,frozenset({14395})
1888,0.0002211595228926,frozenset({24842})
1889,0.0003266068903478,frozenset({32863})
1892,0.0004205452530954,frozenset({45929})
1893,0.000275282950436,frozenset({939})
1896,0.0009247640809562,frozenset({45532})
1897,0.000504529882042,frozenset({20035})
1898,0.0004031262189435,frozenset({46321})
1899,0.0002541312661087,frozenset({4483})
1901,0.0005424784921586,frozenset({45647})
1902,0.0004955093107848,frozenset({13540})
1903,0.0002777713838862,frozenset({35372})
1904,0.000303899935114,frozenset({40023})
1905,0.0002948793638568,frozenset({9381})
1907,0.0005465221965153,frozenset({39005})
1908,0.000423344740727,frozenset({36906})
1909,0.0003409153826868,frozenset({8052})
1910,0.0002320464192375,frozenset({2268})
1911,0.0002242700647054,frozenset({41332})
1913,0.0002740387337108,frozenset({26313})
1914,0.0012317745578831,frozenset({7858})
1915,0.0003567791459323,frozenset({13093})
1917,0.0002049847054659,frozenset({3944})
1920,0.0005567869844976,frozenset({4852})
1923,0.0010532294578263,frozenset({42467})
1924,0.000817139334232,frozenset({43363})
1925,0.0006053114367779,frozenset({10254})
1926,0.0003129205063713,frozenset({12267})
1927,0.0003247405652601,frozenset({39883})
1928,0.0002958125264007,frozenset({14515})
1932,0.0003757534509906,frozenset({9420})
1933,0.0003318948114296,frozenset({18131})
1934,0.0002597302413718,frozenset({27729})
1935,0.0002360901235942,frozenset({877})
1941,0.0009533810656342,frozenset({16844})
1943,0.0006752986275667,frozenset({36143})
1944,0.0006656559479469,frozenset({48946})
1945,0.0005325247583575,frozenset({16170})
1946,0.0004373421788847,frozenset({14070})
1947,0.0004329874203468,frozenset({1617})
1948,0.0004208563072767,frozenset({48914})
1949,0.0003437148703184,frozenset({26005})
1950,0.0003234963485349,frozenset({16706})
1951,0.0002727945169857,frozenset({15362})
1952,0.0002395117195883,frozenset({31252})
1957,0.0006693885981223,frozenset({47851})
1958,0.0003863292931542,frozenset({32233})
1959,0.0003178973732718,frozenset({39638})
1964,0.0005219489161939,frozenset({45107})
1965,0.0005172831034746,frozenset({48112})
1966,0.0004802676559019,frozenset({16321})
1967,0.0003549128208446,frozenset({43522})
1968,0.0002354680152317,frozenset({41050})
1970,0.0003281621612542,frozenset({6716})
1972,0.0006728101941164,frozenset({38881})
1973,0.0005947355946142,frozenset({25740})
1974,0.0005343910834452,frozenset({40989})
1975,0.0004762239515452,frozenset({39343})
1976,0.0004463627501419,frozenset({29309})
1977,0.0003909951058735,frozenset({32127})
1978,0.0003297174321606,frozenset({6411})
1979,0.0003011004474825,frozenset({10317})
1980,0.0002740387337108,frozenset({21777})
1981,0.0002373343403194,frozenset({44916})
1982,0.0002196042519862,frozenset({722})
1987,0.0006955171493501,frozenset({47048})
1988,0.0005704733684741,frozenset({12928})
1993,0.0005636301764859,frozenset({9002})
1994,0.0006840081446426,frozenset({47812})
1998,0.0006165093873041,frozenset({37657})
2002,0.0008326920432962,frozenset({3659})
2004,0.0004802676559019,frozenset({14735})
2005,0.0002280027148808,frozenset({9694})
2006,0.0002099615723664,frozenset({13421})
2010,0.0007148025085897,frozenset({44719})
2011,0.0006040672200527,frozenset({46801})
2013,0.0003138536689151,frozenset({35832})
2016,0.0005533653885035,frozenset({34401})
2019,0.0005415453296147,frozenset({49133})
2020,0.0004280105534462,frozenset({10141})
2021,0.0003455811954061,frozenset({12329})
2022,0.0002326685276001,frozenset({15901})
2024,0.0004429411541478,frozenset({5390})
2025,0.0003757534509906,frozenset({38281})
2029,0.0004413858832414,frozenset({21468})
2030,0.0010165250644348,frozenset({28641})
2031,0.0002432443697637,frozenset({40592})
2038,0.0004109025734756,frozenset({12488})
2039,0.0002475991283017,frozenset({3837})
2040,0.000241378044676,frozenset({16762})
2042,0.0002426222614012,frozenset({6262})
2043,0.0004967535275099,frozenset({20772})
2046,0.0005079514780361,frozenset({34224})
2049,0.0006454374261635,frozenset({41557})
2051,0.0003642444462831,frozenset({6822})
2052,0.0002423112072199,frozenset({6192})
2056,0.0009521368489091,frozenset({7038})
2057,0.0009337846522134,frozenset({11246})
2058,0.0005819823731816,frozenset({15626})
2059,0.0002656402708162,frozenset({24702})
2060,0.000204051542922,frozenset({48480})
2062,0.0010491857534696,frozenset({5970})
2063,0.0007067150998763,frozenset({27731})
2064,0.0006749875733854,frozenset({28452})
2065,0.000627396283649,frozenset({24191})
2066,0.0005679849350238,frozenset({25757})
2067,0.0005356353001703,frozenset({4694})
2068,0.0004006377854933,frozenset({12682})
2069,0.0002671955417226,frozenset({23144})
2070,0.000264396054091,frozenset({6666})
2074,0.0009365841398449,frozenset({32480})
2076,0.0008305146640272,frozenset({41852})
2077,0.0006833860362801,frozenset({7817})
2078,0.0005219489161939,frozenset({43979})
2082,0.0002220926854365,frozenset({19446})
2087,0.000944360494377,frozenset({42500})
2088,0.0005256815663693,frozenset({20689})
2089,0.0002699950293541,frozenset({3881})
2092,0.0006239746876549,frozenset({45287})
2093,0.0004566275381243,frozenset({38664})
2094,0.0004404527206976,frozenset({32422})
2095,0.0004326763661655,frozenset({24745})
2096,0.0003116762896461,frozenset({39635})
2098,0.0010768695756038,frozenset({3097})
2099,0.0008980134213658,frozenset({26237})
2101,0.0006171314956667,frozenset({38789})
2102,0.0004270773909024,frozenset({5741})
2104,0.0005807381564565,frozenset({44042})
2105,0.0004357869079783,frozenset({1184})
2106,0.0003203858067221,frozenset({9071})
2108,0.0010336330444054,frozenset({13027})
2110,0.0005524322259597,frozenset({34184})
2111,0.0003098099645584,frozenset({29133})
2113,0.0007623937983261,frozenset({34208})
2115,0.000590069781895,frozenset({38610})
2116,0.0003906840516922,frozenset({41429})
2117,0.000372953963359,frozenset({643})
2118,0.0002681287042664,frozenset({38559})
2119,0.0002112057890915,frozenset({11803})
2120,0.0002099615723664,frozenset({41058})
2123,0.0004519617254051,frozenset({7921})
2124,0.0003645555004644,frozenset({38601})
2125,0.0003443369786809,frozenset({19447})
2126,0.0002780824380675,frozenset({22533})
2129,0.0011325482740536,frozenset({43911})
2130,0.000527547891457,frozenset({17034})
2131,0.0004914656064281,frozenset({48626})
2132,0.0003645555004644,frozenset({22623})
2135,0.0007042266664261,frozenset({31124})
2136,0.0004933319315158,frozenset({32605})
2137,0.0004485401294109,frozenset({31438})
2138,0.0002914577678627,frozenset({1861})
2139,0.0004522727795863,frozenset({1937})
2140,0.0002021852178343,frozenset({22896})
2146,0.0007536842812502,frozenset({1751})
2147,0.0004392085039724,frozenset({23081})
2148,0.0002289358774247,frozenset({12298})
2151,0.0003829076971601,frozenset({35141})
2152,0.00031260945219,frozenset({6762})
2154,0.0005947355946142,frozenset({46774})
2161,0.0006989387453442,frozenset({35903})
2162,0.000610910412041,frozenset({37059})
2163,0.0004497843461361,frozenset({28378})
2164,0.0003141647230964,frozenset({36052})
2168,0.0008830828206642,frozenset({1358})
2169,0.0002420001530386,frozenset({32905})
2170,0.000439830612335,frozenset({46654})
2171,0.0002049847054659,frozenset({42809})
2172,0.0004706249762821,frozenset({44810})
2178,0.0003315837572483,frozenset({44111})
2184,0.0005760723437372,frozenset({38248})
2185,0.0004883550646152,frozenset({46219})
2186,0.0004227226323644,frozenset({19111})
2187,0.0002603523497343,frozenset({14623})
2188,0.0002115168432728,frozenset({36530})
2195,0.0008669080032374,frozenset({94})
2196,0.0008650416781497,frozenset({35728})
2197,0.0006861855239116,frozenset({26763})
2198,0.0003766866135344,frozenset({7397})
2202,0.0009275635685877,frozenset({43157})
2203,0.000856643215255,frozenset({22160})
2204,0.0007185351587651,frozenset({12029})
2205,0.0005819823731816,frozenset({47610})
2206,0.0005717175851992,frozenset({31880})
2207,0.0003704655299087,frozenset({25943})
2208,0.0002556865370151,frozenset({25221})
2209,0.0002454217490327,frozenset({28347})
2210,0.0002214705770739,frozenset({31120})
2211,0.0002046736512846,frozenset({3397})
2213,0.0006376610716314,frozenset({43213})
2214,0.0005250594580067,frozenset({10847})
2215,0.0002727945169857,frozenset({49049})
2216,0.0004280105534462,frozenset({20444})
2221,0.0008578874319802,frozenset({36644})
2223,0.0005829155357255,frozenset({4139})
2224,0.0005222599703751,frozenset({3627})
2225,0.0004308100410778,frozenset({44380})
2226,0.0003885066724232,frozenset({11208})
2227,0.0003505580623066,frozenset({44548})
2228,0.0002046736512846,frozenset({31651})
2229,0.0002006299469279,frozenset({22365})
2232,0.0004199231447328,frozenset({5265})
2233,0.0002690618668103,frozenset({4088})
2239,0.0005919361069827,frozenset({29568})
2240,0.0004715581388259,frozenset({29610})
2241,0.0002899024969563,frozenset({46842})
2244,0.0006407716134442,frozenset({31628})
2245,0.0003203858067221,frozenset({24924})
2246,0.0002146273850856,frozenset({5899})
2248,0.0006258410127426,frozenset({48006})
2249,0.0005630080681233,frozenset({22272})
2253,0.0006221083625672,frozenset({27567})
2254,0.0002410669904948,frozenset({48171})
2255,0.0009291188394941,frozenset({3680})
2256,0.0003132315605526,frozenset({19445})
2260,0.0007770133448464,frozenset({19268})
2261,0.0006445042636196,frozenset({34006})
2262,0.0004805787100831,frozenset({18810})
2266,0.0007148025085897,frozenset({7897})
2267,0.0006105993578597,frozenset({4294})
2268,0.0005598975263105,frozenset({32845})
2269,0.0002177379268985,frozenset({37231})
2272,0.0004693807595569,frozenset({46077})
2273,0.0003891287807858,frozenset({46311})
2275,0.0008902370668337,frozenset({19150})
2276,0.0006700107064849,frozenset({23691})
2277,0.0004631596759313,frozenset({9735})
2278,0.0002824371966055,frozenset({44689})
2279,0.0017030216425278,frozenset({45181})
2280,0.0003306505947044,frozenset({19962})
2281,0.0003076325852895,frozenset({4389})
2282,0.0002805708715178,frozenset({38826})
2283,0.0002734166253483,frozenset({28425})
2284,0.0002398227737696,frozenset({35414})
2286,0.0005421674379773,frozenset({11026})
2287,0.0002108947349102,frozenset({2390})
2290,0.000742486330724,frozenset({48694})
2291,0.0005695402059303,frozenset({6174})
2292,0.0005602085804918,frozenset({29915})
2293,0.0005452779797901,frozenset({13830})
2294,0.0004320542578029,frozenset({7611})
2295,0.000287414063506,frozenset({38387})
2296,0.0002416890988573,frozenset({38228})
2297,0.0002158716018108,frozenset({17324})
2298,0.0007116919667769,frozenset({20586})
2299,0.0004740465722762,frozenset({37196})
2300,0.0004597380799371,frozenset({42951})
2303,0.0010152808477097,frozenset({29795})
2304,0.0005947355946142,frozenset({10159})
2305,0.0005564759303163,frozenset({35952})
2306,0.0004855555769837,frozenset({10333})
2307,0.0004096583567505,frozenset({10720})
2308,0.0003443369786809,frozenset({38333})
2310,0.0006948950409876,frozenset({37089})
2311,0.0006681443813972,frozenset({27393})
2312,0.00056705177248,frozenset({12256})
2318,0.0005244373496441,frozenset({1539})
2320,0.0002140052767231,frozenset({2063})
2321,0.0002003188927466,frozenset({31230})
2325,0.0009689337746984,frozenset({22709})
2326,0.0005138615074805,frozenset({7758})
2327,0.0003741981800841,frozenset({34616})
2328,0.0006292626087367,frozenset({47103})
2329,0.0004516506712238,frozenset({35228})
2330,0.0003197636983595,frozenset({3844})
2331,0.0003007893933012,frozenset({711})
2332,0.0002012520552905,frozenset({25456})
2337,0.0003947277560489,frozenset({9762})
2338,0.0010339440985867,frozenset({10956})
2339,0.000773280694671,frozenset({24948})
2340,0.0002376453945006,frozenset({21276})
2341,0.0002267584981557,frozenset({44415})
2344,0.000590069781895,frozenset({20379})
2345,0.0004345426912532,frozenset({16524})
2346,0.0003029667725702,frozenset({30903})
2349,0.0002211595228926,frozenset({6810})
2356,0.0008270930680331,frozenset({27408})
2357,0.0006715659773913,frozenset({44224})
2358,0.0005079514780361,frozenset({24284})
2359,0.0004528948879489,frozenset({17156})
2360,0.0004435632625104,frozenset({24125})
2361,0.0002541312661087,frozenset({37858})
2362,0.0002236479563429,frozenset({48208})
2364,0.0006479258596137,frozenset({30021})
2365,0.0003101210187397,frozenset({15587})
2366,0.0002877251176873,frozenset({44135})
2367,0.0002877251176873,frozenset({14664})
2370,0.0005051519904046,frozenset({5300})
2372,0.0006672112188533,frozenset({31257})
2373,0.0004012598938558,frozenset({23781})
2374,0.0006311289338244,frozenset({11865})
2375,0.0002407559363135,frozenset({17597})
